,gender,ageBroad,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,age_category
0,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
1,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
2,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
3,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
4,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
5,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
6,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
7,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
8,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
9,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
10,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
11,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
12,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
13,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
15,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
16,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
17,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
18,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
19,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
20,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
21,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
22,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
23,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
24,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
25,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
26,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
28,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
29,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
30,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
31,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
32,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
33,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
34,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
35,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
36,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
37,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
38,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
39,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
40,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
41,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
42,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
43,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
44,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
45,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
46,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
47,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
48,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
49,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
50,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
51,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
52,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
53,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
54,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
55,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
56,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
57,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
58,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
59,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
60,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
61,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
62,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
63,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
64,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
65,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
66,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
67,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
68,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
69,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
70,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
71,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
72,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
73,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
74,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
75,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
76,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
77,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
78,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
79,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
80,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
81,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
82,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
83,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
84,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
85,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
86,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
87,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
88,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
89,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
90,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
91,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
92,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
93,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
94,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
95,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
96,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
97,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
98,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
99,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
100,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
101,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
102,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
103,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
104,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
105,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
106,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
107,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
108,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
109,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
110,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
111,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
112,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
113,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
114,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
115,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
116,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
117,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
118,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
119,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
120,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
121,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
122,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
123,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
124,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
125,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
126,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
127,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
128,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
129,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
130,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
131,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
132,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
133,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
134,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
135,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
136,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
137,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
138,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
139,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
140,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
141,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
142,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
143,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
144,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
145,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
146,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
147,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
148,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
149,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
150,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
151,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
152,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
153,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
154,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
155,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
156,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
157,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
158,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
159,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
160,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
161,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
162,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
163,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
164,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
165,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
166,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
167,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
168,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
169,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
170,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
171,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
172,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
173,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
174,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
175,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
176,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
177,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
178,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
179,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
180,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
181,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
182,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
183,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
184,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
185,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
186,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
187,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
188,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
189,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
190,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
191,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
192,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
193,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
194,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
195,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
196,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
197,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
198,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
199,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
200,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
201,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
202,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
203,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
204,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
205,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
206,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
207,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
208,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
209,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
210,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
211,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
212,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
213,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
214,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
215,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
216,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
217,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
218,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
219,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
220,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
221,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
222,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
223,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
224,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
225,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
226,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
227,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
228,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
229,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
230,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
231,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
232,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
233,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
234,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
235,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
236,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
237,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
238,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
239,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
240,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
241,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
242,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
243,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
244,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
245,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
246,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
247,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
248,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
249,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
250,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
251,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
252,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
253,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
254,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
255,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
256,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
257,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
258,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
259,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
260,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
261,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
262,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
263,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
264,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
265,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
266,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
267,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
268,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
269,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
270,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
271,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
272,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
273,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
274,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
275,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
276,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
277,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
278,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
279,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
280,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
281,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
282,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
283,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
284,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
285,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
286,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
287,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
288,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
289,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
290,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
291,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
292,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
293,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
294,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
295,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
296,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
297,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
298,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
299,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
300,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
301,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
302,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
303,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
304,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
305,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
306,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
307,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
308,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
309,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
310,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
311,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
312,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
313,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
314,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
315,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
316,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
317,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
318,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
319,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
320,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
321,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
322,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
323,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
324,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
325,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
326,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
327,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
328,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
329,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
330,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
331,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
332,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
333,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
334,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
335,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
336,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
337,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
338,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
339,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
340,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
341,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
342,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
343,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
344,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
345,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
346,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
347,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
348,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
349,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
350,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
351,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
352,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
353,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
354,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
355,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
356,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
357,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
358,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
359,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
360,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
361,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
362,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
363,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
364,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
365,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
366,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
367,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
368,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
369,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
370,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
371,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
372,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
373,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
374,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
375,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
376,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
377,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
378,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
379,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
380,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
381,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
382,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
383,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
384,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
385,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
386,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
387,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
388,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
389,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
390,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
391,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
392,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
393,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
394,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
395,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
396,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
397,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
398,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
399,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
400,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
401,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
402,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
403,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
404,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
405,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
406,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
407,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
408,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
409,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
410,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
411,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
412,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
413,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
414,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
415,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
