,gender,ageBroad,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,age_category
27534,Female,21--23,,,,,,,,,,1.0,,,,,,,,0.0,adult
27535,Female,21--23,,,,,,,,,,1.0,,,,,,,,0.0,adult
27536,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27537,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27538,Female,21--23,,,,1.0,,,,,,,,,,,,,,0.0,adult
27539,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27540,Female,21--23,,,,,,,,,1.0,1.0,,,,,,,1.0,0.0,adult
27541,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27542,Female,21--23,,1.0,,,1.0,,,,,,,,,,,,,0.0,adult
27543,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27544,Female,21--23,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,0.0,adult
27545,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27546,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27547,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27548,Female,21--23,,,,,,1.0,,,,,,,,,,,,0.0,adult
27549,Female,21--23,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,0.0,adult
27550,Female,21--23,,,,,,,1.0,,,,,,1.0,,,,,0.0,adult
27551,Female,21--23,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,0.0,adult
27552,Female,21--23,,,,,1.0,,,,,1.0,,,,,,,,0.0,adult
27553,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27554,Female,21--23,,,,,,,,,1.0,1.0,,,,,,,,0.0,adult
27555,Female,21--23,,,,,1.0,,,,,,,,,,,,1.0,0.0,adult
27556,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27557,Female,21--23,,,,,1.0,,1.0,,,1.0,,,,,,,,0.0,adult
27558,Female,21--23,,,,,1.0,,,1.0,,,,,,,,,,0.0,adult
27559,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27560,Female,21--23,,,,1.0,1.0,,,,,,,,,,,,,0.0,adult
27561,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27562,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27563,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27564,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27565,Female,21--23,,,,,1.0,1.0,,,,,,,,,,,,0.0,adult
27566,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27567,Female,21--23,,1.0,,,1.0,,,,,1.0,,,,,,,,0.0,adult
27568,Female,21--23,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,0.0,adult
27569,Female,21--23,,,,1.0,1.0,,,,1.0,,,,,,,,,0.0,adult
27570,Female,21--23,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,0.0,adult
27571,Female,21--23,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,0.0,adult
27572,Female,21--23,,,,,,1.0,,,1.0,,,,,,,,,0.0,adult
27573,Female,21--23,,,,,1.0,,,,,,,,,,1.0,,1.0,0.0,adult
27574,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27575,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27576,Female,21--23,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,0.0,adult
27577,Female,21--23,,,,,,1.0,,,,,,,,,,,,0.0,adult
27578,Female,21--23,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,0.0,adult
27579,Female,21--23,,,,1.0,1.0,1.0,,,,,,,,,,,,0.0,adult
27580,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27581,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27582,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27583,Female,21--23,,,,,,,,,1.0,1.0,,,,,1.0,,,0.0,adult
27584,Female,21--23,,,,,1.0,1.0,,,,1.0,,,,,,,,0.0,adult
27585,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27586,Female,21--23,,,,,1.0,,,,,,,,,,,,1.0,0.0,adult
27587,Female,21--23,,,,,,,1.0,,,,,,,,,,,0.0,adult
27588,Female,21--23,1.0,,,1.0,,,,,,,,,,,,,1.0,0.0,adult
27589,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27590,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27591,Female,21--23,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,0.0,adult
27592,Female,21--23,1.0,,,,1.0,,,,,1.0,,,,,,,,0.0,adult
27593,Female,21--23,,,,,1.0,,,,,,,,,,,,,0.0,adult
27594,Female,21--23,,,,1.0,,,,,,,,,,,,,1.0,0.0,adult
27595,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27596,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27597,Female,21--23,,,,1.0,,,1.0,,,,,,,,,,1.0,0.0,adult
27598,Female,21--23,,,,,,,1.0,,,,,,,,,,,0.0,adult
27599,Female,21--23,,,,,,,,,1.0,,,,,,,,,0.0,adult
27600,Female,21--23,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,0.0,adult
27601,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27602,Female,21--23,,,,1.0,,,,,,,,,,,,,,0.0,adult
27603,Female,21--23,,,,,,1.0,,,,,,,,,,,,0.0,adult
27604,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27605,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27606,Female,21--23,1.0,,,1.0,,,,,,,,,,,,,,0.0,adult
27607,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27608,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27609,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27610,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27611,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27612,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27613,Female,21--23,1.0,,,,,,,,,,,,,,,,1.0,0.0,adult
27614,Female,21--23,,,,1.0,,,,,1.0,1.0,,,,,,,,0.0,adult
27615,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27616,Female,21--23,,1.0,,,,1.0,,,,,,,,,,,,0.0,adult
27617,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27618,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27619,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27620,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27621,Female,21--23,,,,1.0,,,,,,1.0,,,,,,,,0.0,adult
27622,Female,21--23,,,,,,,,,1.0,,,,,,,,,0.0,adult
27623,Female,21--23,,,,1.0,,,,,,,,,,,,,,0.0,adult
27624,Female,21--23,,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,0.0,adult
27625,Female,21--23,,,,,1.0,,,,,1.0,,,,,,,1.0,0.0,adult
27626,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27627,Female,21--23,,,,1.0,,,,,,,,,,,,,,0.0,adult
27628,Female,21--23,,,,,,,,,1.0,1.0,,,,,1.0,,,0.0,adult
27629,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27630,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27631,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27632,Female,21--23,1.0,,,,,,,,,,,,,,,,,0.0,adult
27633,Female,21--23,,1.0,,,,,,,,,,,,,,,1.0,0.0,adult
27634,Female,21--23,,,,,,,,,,,,,,,,,1.0,0.0,adult
27635,Female,21--23,,,,1.0,,,,,,,,,,,,,1.0,0.0,adult
27636,Female,21--23,,,,,,1.0,1.0,,,,,,,,,,,0.0,adult
27637,Female,21--23,,,,,,,,,,,,,1.0,,,,,0.0,adult
27638,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27639,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27640,Female,21--23,,,,1.0,,,,,,1.0,,,,,,,1.0,0.0,adult
27641,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27642,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27643,Female,21--23,,,,,,,,,1.0,,,,,,,,,0.0,adult
27644,Female,21--23,,,,,,,,,,,,,,,,,1.0,0.0,adult
27645,Female,21--23,,,,1.0,,,,,,,,,,,,,1.0,0.0,adult
27646,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27647,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27648,Female,21--23,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,adult
27649,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27650,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27651,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27652,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27653,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27654,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27655,Female,21--23,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,0.0,adult
27656,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27657,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27658,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27659,Female,21--23,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,0.0,adult
27660,Female,21--23,,,,,,,,,,1.0,,,,,,,,0.0,adult
27661,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27662,Female,21--23,,,,,,,1.0,,1.0,,,,,,,,,0.0,adult
27663,Female,21--23,,,,1.0,,,,,,,,,,,,,,0.0,adult
27664,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27665,Female,21--23,,,,1.0,1.0,,,,,,,,,,,,1.0,0.0,adult
27666,Female,21--23,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,0.0,adult
27667,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27668,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
27669,Female,24--26,,,,,,,,,1.0,1.0,,,,,,,,0.0,adult
27670,Female,24--26,,,,,,,,,,1.0,,,,,,,1.0,0.0,adult
27671,Female,24--26,,,,1.0,,,,1.0,,,,,,,,,,0.0,adult
27672,Female,24--26,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,0.0,adult
27673,Female,24--26,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,0.0,adult
27674,Female,24--26,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,0.0,adult
27675,Female,24--26,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,0.0,adult
27676,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27677,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27678,Female,24--26,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,0.0,adult
27679,Female,24--26,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,0.0,adult
27680,Female,24--26,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,0.0,adult
27681,Female,24--26,,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,0.0,adult
27682,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27683,Female,24--26,,,,,,,,,,1.0,,,,,,,,0.0,adult
27684,Female,24--26,,,,1.0,1.0,1.0,,,,,,,,,,,,0.0,adult
27685,Female,24--26,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.0,adult
27686,Female,24--26,,,,,,1.0,,,,,,,,,,,,0.0,adult
27687,Female,24--26,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,0.0,adult
27688,Female,24--26,,,,,,,,,1.0,,,,,,,,,0.0,adult
27689,Female,24--26,,1.0,,1.0,,,,,1.0,,,,,,,,,0.0,adult
27690,Female,24--26,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,0.0,adult
27691,Female,24--26,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,0.0,adult
27692,Female,24--26,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,1.0,1.0,,0.0,adult
27693,Female,24--26,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,0.0,adult
27694,Female,24--26,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,0.0,adult
27695,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27696,Female,24--26,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,0.0,adult
27697,Female,24--26,,,,,,,,,1.0,,,,,,,,,0.0,adult
27698,Female,24--26,,1.0,,,,,,,,,,,,,,,,0.0,adult
27699,Female,24--26,,1.0,,,,,,,,,,,,,,,,0.0,adult
27700,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27701,Female,24--26,,,,1.0,,,,,,,,,,,,,,0.0,adult
27702,Female,24--26,,,,1.0,,,,,,,,,,,,,,0.0,adult
27703,Female,24--26,,,,,,,,1.0,,1.0,,,,,,,,0.0,adult
27704,Female,24--26,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,0.0,adult
27705,Female,24--26,,,,,,,,,1.0,,,,,,,,1.0,0.0,adult
27706,Female,24--26,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,0.0,adult
27707,Female,24--26,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,0.0,adult
27708,Female,24--26,,,,,,,,,1.0,1.0,,,,,,,,0.0,adult
27709,Female,24--26,,,,,,,,,1.0,1.0,,,,,,,1.0,0.0,adult
27710,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27711,Female,24--26,,,,,1.0,,,,,,,,,,,,1.0,0.0,adult
27712,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27713,Female,24--26,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,0.0,adult
27714,Female,24--26,,,,,,,,,1.0,1.0,,,,,,,,0.0,adult
27715,Female,24--26,,,,,,,,,,1.0,,,1.0,,,,,0.0,adult
27716,Female,24--26,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,0.0,adult
27717,Female,24--26,,,,1.0,,,1.0,,,,,,,,,,1.0,0.0,adult
27718,Female,24--26,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,0.0,adult
27719,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27720,Female,24--26,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,0.0,adult
27721,Female,24--26,,,,,1.0,1.0,,,,1.0,,,,,,,,0.0,adult
27722,Female,24--26,,,,,1.0,1.0,,,,,,,,,,,1.0,0.0,adult
27723,Female,24--26,,,,,,,,1.0,1.0,,,,,,,,,0.0,adult
27724,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27725,Female,24--26,,,,,,,,,1.0,,,,,,1.0,,,0.0,adult
27726,Female,24--26,,,,1.0,,,,,,,,,,,,,,0.0,adult
27727,Female,24--26,,,,,,1.0,,,,,,,,,,,,0.0,adult
27728,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27729,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27730,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27731,Female,24--26,,,,1.0,,,,,,,,,,,,,,0.0,adult
27732,Female,24--26,,,,,1.0,,,,,1.0,,,,,,,,0.0,adult
27733,Female,24--26,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,0.0,adult
27734,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27735,Female,24--26,,,,,1.0,,,,1.0,,,,,,,,1.0,0.0,adult
27736,Female,24--26,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,0.0,adult
27737,Female,24--26,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,0.0,adult
27738,Female,24--26,,1.0,,,1.0,1.0,,,,,,,,,,,,0.0,adult
27739,Female,24--26,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,adult
27740,Female,24--26,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,0.0,adult
27741,Female,24--26,,,,1.0,,,,,1.0,,,,,1.0,,,,0.0,adult
27742,Female,24--26,,,,,1.0,,,,1.0,,,,,,,,1.0,0.0,adult
27743,Female,24--26,,,,1.0,,1.0,,,,,,,,,,,1.0,0.0,adult
27744,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27745,Female,24--26,,,,,,1.0,1.0,,,,,,,,,,1.0,0.0,adult
27746,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27747,Female,24--26,,,,,,1.0,,,,1.0,,,,,,,,0.0,adult
27748,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27749,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27750,Female,24--26,1.0,,,1.0,,,,,1.0,,,,,,,,,0.0,adult
27751,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27752,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27753,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27754,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27755,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27756,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27757,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27758,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27759,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27760,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27761,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27762,Female,24--26,,,,1.0,,,,,,,,,,,,,,0.0,adult
27763,Female,24--26,,,,,,,,,,1.0,,,,,,,1.0,0.0,adult
27764,Female,24--26,,,,,,,,,1.0,,,,,,,,1.0,0.0,adult
27765,Female,24--26,,,,1.0,,,,,,,,,,,,,1.0,0.0,adult
27766,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27767,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27768,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27769,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27770,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27771,Female,24--26,,,,,,,,,,,,,,,,,1.0,0.0,adult
27772,Female,24--26,,,,,,,,,,,,,,,,,1.0,0.0,adult
27773,Female,24--26,,,,,,,,,,,,,,,,,1.0,0.0,adult
27774,Female,24--26,,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,0.0,adult
27775,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27776,Female,24--26,,,,1.0,,,,,,1.0,,,,,,,1.0,0.0,adult
27777,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27778,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27779,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27780,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27781,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27782,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27783,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27784,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27785,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27786,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27787,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27788,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27789,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27790,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27791,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27792,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27793,Female,24--26,,,,,,,,,,,,,,,,,1.0,0.0,adult
27794,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27795,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27796,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27797,Female,24--26,,,,,,,,,,,,,,,,,1.0,0.0,adult
27798,Female,24--26,,,,,,1.0,,,,,,,,,,,,0.0,adult
27799,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27800,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27801,Female,24--26,,,,,,,,,,,,,,,,,1.0,0.0,adult
27802,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27803,Female,24--26,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,0.0,adult
27804,Female,24--26,,,,,,1.0,,,,,,,,,,,,0.0,adult
27805,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27806,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27807,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27808,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27809,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27810,Female,24--26,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,0.0,adult
27811,Female,24--26,,,,,,1.0,1.0,,,,,,,,,,1.0,0.0,adult
27812,Female,24--26,,,,,1.0,,,,,1.0,,,,,,,,0.0,adult
27813,Female,24--26,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,0.0,adult
27814,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27815,Female,24--26,,,,,1.0,1.0,,,,,,,,,,,,0.0,adult
27816,Female,24--26,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,0.0,adult
27817,Female,24--26,,,,,,,,,,,,,,,1.0,,,0.0,adult
27818,Female,24--26,,,,,,,1.0,,,,,,,,,,,0.0,adult
27819,Female,24--26,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,0.0,adult
27820,Female,24--26,,1.0,,,1.0,1.0,,,,,,,,,,,,0.0,adult
27821,Female,24--26,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,0.0,adult
27822,Female,24--26,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,adult
27823,Female,24--26,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,0.0,adult
27824,Female,24--26,,,,1.0,,1.0,,,,,,,,,,,,0.0,adult
27825,Female,24--26,,,,,1.0,,1.0,,,,,,,,,,1.0,0.0,adult
27826,Female,24--26,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,0.0,adult
27827,Female,24--26,,,,,,1.0,,,,,,,,,,,1.0,0.0,adult
27828,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27829,Female,24--26,,,,,,1.0,1.0,,1.0,,,,,,,,,0.0,adult
27830,Female,24--26,,,,,,1.0,,,,,,,,,,,,0.0,adult
27831,Female,24--26,,,,,,,,,1.0,,,,,,,,,0.0,adult
27832,Female,24--26,,,,1.0,,,,,,,,,,,,,,0.0,adult
27833,Female,24--26,,,,,,,,,1.0,,,,,,,,,0.0,adult
27834,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27835,Female,24--26,,1.0,,,,,,,,1.0,,,,,,,1.0,0.0,adult
27836,Female,24--26,,,,,,1.0,,,1.0,,,,,,,,,0.0,adult
27837,Female,24--26,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,0.0,adult
27838,Female,24--26,,,1.0,1.0,,,,,1.0,,,,,,,,,0.0,adult
27839,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27840,Female,24--26,,,,,,,,,1.0,,,,,,,,,0.0,adult
27841,Female,24--26,,1.0,,,1.0,,,,,,,,,,,,,0.0,adult
27842,Female,24--26,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,0.0,adult
27843,Female,24--26,,,,,1.0,,,,,,,,,,1.0,,,0.0,adult
27844,Female,24--26,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,0.0,adult
27845,Female,24--26,,1.0,,,,,,,1.0,1.0,,,,,,,,0.0,adult
27846,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27847,Female,24--26,,,,1.0,,,,,,1.0,,,,,,,,0.0,adult
27848,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27849,Female,24--26,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,0.0,adult
27850,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27851,Female,24--26,,,,,1.0,,,,,,,,,,,,1.0,0.0,adult
27852,Female,24--26,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,0.0,adult
27853,Female,24--26,,,,,1.0,,,,,,,,,,,,1.0,0.0,adult
27854,Female,24--26,,,,,,1.0,1.0,,,,,,,,,,,0.0,adult
27855,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27856,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27857,Female,24--26,,,,1.0,,,,,1.0,,,,,,,,,0.0,adult
27858,Female,24--26,,,,1.0,,,,,,,,,,,,,,0.0,adult
27859,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27860,Female,24--26,,,,,1.0,,,,,1.0,,,,,,,,0.0,adult
27861,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27862,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27863,Female,24--26,,,,1.0,,1.0,,,,,,,,,,,,0.0,adult
27864,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27865,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27866,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27867,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27868,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27869,Female,24--26,,,,1.0,,1.0,,,,,,,,,,,,0.0,adult
27870,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27871,Female,24--26,,,,,,1.0,,,,1.0,,,,,,,1.0,0.0,adult
27872,Female,24--26,,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,0.0,adult
27873,Female,24--26,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,0.0,adult
27874,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27875,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27876,Female,24--26,,,,,,1.0,,,,1.0,,,,,,,1.0,0.0,adult
27877,Female,24--26,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,0.0,adult
27878,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
27879,Female,24--26,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,0.0,adult
27880,Female,24--26,,,,1.0,,,,,,,,,,,,,1.0,0.0,adult
27881,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
27882,Female,24--26,,,,,1.0,,,,,,,,,,,,,0.0,adult
